V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
3059,806,976,519,507,598,710,454,353,342,220,493
1142,470,879,745,857,1670,2782,3356,3691,4716,2351,4824
1936,713,1067,757,836,1205,1641,1346,1035,887,535,1103
4463,1207,1541,792,702,851,1081,714,603,562,393,724
0,0,0,0,1,0,2,0,5,6,6,3
2,35,120,29,9,7,3,2,0,3,3,4
8,8,26,19,21,32,24,26,15,24,17,23
156,171,707,777,801,1014,1729,1235,886,662,253,535
17065,7739,16339,9287,7676,7286,8123,5362,3717,3073,1729,3696
1358,512,720,578,659,897,1152,859,815,644,339,737
2020,779,1053,844,940,1372,1717,1341,1099,941,575,1149
60,36,109,167,265,898,4595,18381,6239,703,88,236
915,919,2667,1210,837,593,596,337,222,160,162,258
23,16,48,27,32,36,51,41,44,65,33,61
4976,4263,6067,3641,3424,3238,4525,3189,2583,1987,1607,3183
2,46,150,56,27,7,9,3,2,2,0,3
18710,15843,23304,13849,13109,13077,17389,12490,9802,7485,6282,11958
9230,10894,24156,11435,9167,8016,9523,6076,4400,3105,2632,5114
7532,2699,3698,2954,3307,4854,6323,4810,4029,3532,2012,4093
19710,23012,51879,24617,19609,16900,20292,13350,9613,6664,5956,10911
1796,491,594,323,303,303,375,266,225,213,154,306
6193,2611,5067,4270,4752,9346,15140,18439,20973,26143,12854,26212
83,36,78,66,68,144,244,484,1491,5378,5958,12105
1442,1230,1808,1036,977,1001,1345,987,754,592,487,940
26247,21942,32169,18790,18314,17972,24144,17343,13531,10303,8701,16514
3,3,4,2,4,18,17,7,11,9,8,17
8,7,9,15,22,59,173,428,730,1016,433,883
111,108,287,288,442,1128,3336,8498,14904,21728,9414,18994
7798,6459,9374,5732,5508,5424,7292,5182,4112,3169,2620,4941
14438,14903,46596,21071,13608,9743,10088,5872,4187,2933,2281,4528
3839,1433,2011,1469,1672,2419,3061,2401,1931,1828,1021,2151
14815,3912,4961,2618,2476,2816,3484,2392,1956,1836,1142,2553
1761,1875,5608,2537,1755,1179,1273,750,507,333,287,549
6,8,10,6,3,9,10,3,4,1,1,6
8081,6588,9854,5969,5619,5439,7461,5256,4167,3106,2702,5099
4410,4833,13672,8256,6941,7597,8482,4963,3450,2665,1631,3218
1824,1929,4656,2621,2359,2454,3310,2436,1910,1700,1052,1911
878,447,1077,1680,2674,10217,19589,34815,33065,20660,4220,9074
2217,585,740,419,410,392,498,340,312,266,187,396
7930,6819,10124,6000,5637,5458,7711,5238,4165,3106,2770,5029
0,1,3,1,5,3,7,4,4,8,0,1
188,191,383,194,196,310,324,342,354,445,243,523
8,1,2,5,7,8,2,3,2,6,2,2
199,90,287,360,559,2215,4146,7549,7150,4411,939,1971
246,61,111,77,85,158,212,229,342,564,504,1066
6203,1600,2270,1681,2143,3907,5799,6386,8509,14289,12616,26429
6,2,10,4,10,8,15,20,25,43,19,53
4203,3618,5259,3092,2931,2962,4012,2823,2181,1679,1375,2570
7551,6367,9080,5494,5168,5137,6946,4863,3821,2936,2477,4538
0,0,0,2,3,0,0,0,2,0,0,0
43618,16057,22751,17781,19881,28187,36840,29091,23577,20715,12178,24832
5755,2060,2965,2318,2560,3693,4800,3826,3169,2709,1590,3220
1665,1444,2040,1179,1202,1126,1568,1126,847,667,532,1045
22327,8211,11598,9188,10403,14532,18905,14903,12035,10762,6209,12755
6772,5818,8343,5041,4776,4827,6458,4472,3547,2657,2212,4259
6187,7229,16084,7571,6004,5210,6345,4045,2983,2013,1840,3373
1302,471,683,513,575,833,1139,916,693,629,394,711
24113,28441,62799,29646,23404,20631,24627,16025,11507,7967,6997,13183
2513,1798,5044,4222,4385,5767,6987,3688,2628,2083,922,2020
8,4,5,4,6,12,10,12,21,37,24,72
49,21,43,39,49,85,143,330,975,3561,4026,8158
737,528,1434,1222,1196,1709,1990,1049,726,540,279,591
803,709,968,583,610,542,792,536,446,355,274,553
1096,395,654,461,489,764,959,741,599,543,315,629
30,13,27,18,24,42,95,137,458,1610,1845,3806
1,0,1,1,0,5,13,37,71,93,42,86
3,1,3,2,1,2,7,12,9,6,2,9
4,1,5,2,7,12,17,33,95,358,394,772
21,28,46,60,110,400,1985,8296,2642,341,43,95
1,2,6,5,1,0,3,2,3,0,0,5
13225,11209,16125,9400,9195,9234,12161,8633,6755,5129,4340,8256
4104,2928,8455,7012,7227,9774,11472,6169,4215,3366,1620,3311
17,24,41,37,24,31,37,27,20,23,4,24
5643,2516,5274,3097,2482,2448,2726,1721,1195,1001,572,1235
5213,6076,13692,6552,5138,4502,5221,3505,2566,1754,1533,2804
43700,51243,123485,70739,75188,95329,128989,55619,59898,56882,42305,96076
775,287,394,300,343,510,636,549,437,350,231,438
8372,3147,4442,3557,3766,5436,7112,5516,4616,4133,2304,4840
2191,1620,4503,3781,3947,5341,6297,3334,2478,1731,840,1822
13465,5977,12431,7274,5832,5789,6329,4122,2993,2354,1381,2677
4075,3472,5060,3005,2861,2829,3808,2678,2063,1611,1467,2544
444,182,367,355,409,728,1282,2562,8112,28677,31874,65860
10837,11716,33835,20514,17152,19041,20395,12372,8639,6629,4118,7860
7,9,16,21,27,77,208,578,936,1441,617,1229
28,7,32,20,26,54,82,191,645,2096,2330,4796
22,8,20,17,24,50,66,153,384,1615,1711,3618
89,73,197,468,964,3576,7936,3615,1229,564,171,494
3153,828,1141,888,1058,2031,2963,3174,4279,7165,6420,13343
6,0,5,2,8,15,24,169,978,2399,289,565
70,27,104,127,223,884,1652,2986,2774,1834,351,813
2,0,1,2,0,0,4,2,2,4,2,1
1,0,0,1,0,0,1,19,31,11,1,3
1,0,1,1,1,4,8,73,180,59,1,7
28,22,38,30,56,118,172,1050,7419,18195,2162,4351
1,0,1,2,1,2,10,81,174,68,1,8
3405,927,1084,601,565,590,820,521,445,401,268,575
381,205,347,307,620,1244,3433,28874,71553,30159,1477,3349
17,7,13,25,37,137,261,441,431,243,57,112
27,9,27,37,45,181,359,680,669,405,63,179
5918,1528,1860,991,1001,1087,1400,902,775,699,455,953
2750,3216,7872,4503,4774,5892,8200,3554,3737,3531,2698,6174
817,284,401,339,357,510,663,531,434,354,211,444
36,10,11,8,2,7,10,2,0,5,1,5
7,3,15,21,30,78,219,561,920,1373,627,1238
462,155,318,497,730,1740,2341,1957,1487,1309,506,1072
2261,1385,2356,2082,4421,8685,23922,201295,504450,211390,10440,24053
775,423,718,654,1348,2627,7265,61956,155729,64940,3282,7481
1048,446,1041,617,489,485,529,327,243,174,134,262
10,7,9,10,2,4,1,3,1,3,0,4
103,48,95,80,86,185,264,349,372,442,250,485
126,56,126,98,90,194,334,405,413,533,266,555
28,19,26,20,19,45,73,89,89,114,62,135
2357,2779,6231,2995,2428,2081,2442,1494,1180,723,665,1305
0,0,0,0,0,0,1,0,3,4,0,2
0,0,0,0,1,0,0,1,7,4,1,7
2,2,4,3,1,6,7,7,10,20,19,43
67559,57353,83301,49346,47233,46566,62808,44423,34963,26216,22528,42414
1102,1325,3072,2049,2055,3160,2931,2421,2001,2151,1190,2165
24,41,79,31,27,26,30,16,17,4,15,10
13101,13661,41647,19183,12507,8708,9099,5193,3736,2586,2142,3973
1,1,3,2,0,2,1,5,0,2,1,1
672,741,2165,1305,1124,1214,1281,820,499,396,259,538
938,247,393,266,348,670,911,991,1403,2240,2049,4065
446,209,557,816,1249,5020,9497,16993,16056,10273,2036,4345
86,46,125,209,313,1161,2282,3927,3762,2436,503,992
5,2,13,21,33,36,29,7,13,6,4,5
4,2,9,15,17,16,25,25,18,11,2,13
19,54,199,127,91,83,100,41,21,20,8,13
9871,3633,5312,4180,4569,6495,8474,6573,5469,4750,2809,5751
2767,2919,8845,3991,2540,1791,1887,1088,806,524,415,885
2187,934,1873,1447,1646,3316,5312,6425,7334,8978,4369,9090
16177,7384,15641,8740,7185,7029,7683,4911,3624,2891,1672,3481
372,212,474,495,700,1286,1855,1032,1080,1242,935,2194
960,838,1630,943,879,1279,1647,1494,1668,2010,1179,2526
8180,3790,7886,4465,3765,3680,3988,2445,1867,1485,908,1794
13918,14215,43538,20057,12878,9299,9543,5405,3964,2733,2245,4282
4272,1942,4143,2284,1877,1790,2062,1306,911,766,441,879
23068,19513,28263,16953,16199,15778,21415,15311,12033,9072,7722,14711
30,12,23,16,45,69,109,780,5270,12986,1577,3238
1937,1460,4013,3381,3481,4787,5552,3059,2093,1630,815,1588
7911,6701,9641,5738,5415,5278,7280,5220,4101,3032,2595,4961
0,2,7,4,4,5,3,2,1,1,1,2
458,215,401,334,376,699,1159,1386,1565,2017,991,1940
764,308,594,505,550,1055,1903,2224,2520,3228,1530,2985
3930,3212,6624,3799,3663,5146,6563,6107,6495,7801,4919,9737
6500,6960,28522,29906,31612,39546,68619,50339,34200,26331,10518,22265
7,6,14,17,50,126,813,3062,982,123,10,39
118,69,159,239,372,1410,2781,4794,4862,2824,621,1274
2,3,7,1,2,11,5,29,64,275,352,679
7,3,6,3,2,5,15,31,104,352,408,869
7,1,9,2,3,14,18,35,114,396,451,891
17,13,23,45,57,125,424,978,1768,2664,1166,2271
2,1,4,4,2,4,10,74,504,1134,147,285
6218,2355,3452,2665,2857,4155,5452,4166,3549,2939,1854,3710
16477,5982,8633,6674,7573,10774,13893,10898,8992,7787,4713,9438
31626,14398,29610,17417,14121,13524,15197,9840,6905,5646,3211,6782
8552,10094,22493,10833,8523,7453,8739,5650,4112,2807,2627,4759
2,6,4,8,8,23,73,178,320,421,205,452
0,1,3,14,6,18,37,146,223,318,141,271
46,31,56,35,27,40,58,55,50,73,37,99
5092,4366,6523,3789,3586,3531,4776,3404,2712,2009,1731,3287
9520,3508,4988,3812,4348,6370,8081,6225,5167,4682,2661,5394
0,0,0,0,0,1,4,8,10,15,15,17
1,0,0,0,3,1,0,0,0,0,0,1
0,0,3,0,0,1,1,1,0,2,1,1
1,1,0,1,0,0,1,2,3,6,5,9
13925,5145,7238,5831,6457,9086,12041,9313,7784,6662,3944,7899
5652,6175,17684,10623,8999,9811,10699,6268,4399,3418,2085,4086
64,110,473,342,282,208,240,108,41,48,29,53
2148,1025,1985,1100,910,879,1009,630,491,357,216,438
1809,1552,3286,1848,1771,2476,3206,2849,3131,3750,2281,4840
17239,19138,54194,32987,27645,30896,33222,19644,13640,10933,6740,12564
1504,1575,4638,2957,2356,2601,2800,1698,1201,942,582,1072
5,9,11,7,8,11,7,9,5,12,3,11
5,10,41,28,28,16,15,7,5,2,0,2
9,8,13,8,6,7,10,10,10,14,7,21
1778,614,1415,2086,2962,6898,9418,7648,6171,4995,2034,4272
101,42,103,148,260,991,1948,3424,3358,2015,435,905
5952,4861,7195,4169,3985,3980,5520,4034,3099,2397,1948,3715
0,0,0,1,0,6,7,28,35,51,25,60
3,1,6,3,8,13,19,84,137,209,96,189
7,16,31,29,38,116,382,874,1662,2333,978,2071
1566,517,1218,1763,2523,5890,8128,6704,5202,4352,1828,3643
6728,7248,20750,12721,10739,11820,12675,7582,5300,4085,2521,4842
1,1,5,3,4,9,4,3,1,0,0,0
383,144,378,321,410,730,1279,2391,7711,27762,31118,63869
11,4,8,2,2,6,7,16,27,38,18,72
1110,1240,2939,1916,2000,2962,2747,2453,1999,2088,1113,2076
13,16,94,87,59,59,55,22,8,12,9,16
9455,4170,8849,5007,4144,3934,4561,2919,2020,1596,962,1996
1024,646,1945,1667,1665,2228,2567,1401,912,764,359,707
32,71,348,217,156,164,176,71,49,31,10,35
4237,4623,11510,6396,5822,6107,8014,5744,4571,4091,2216,4672
17,10,44,29,30,45,47,39,12,13,6,9
7559,3451,7230,4087,3330,3167,3664,2318,1620,1290,824,1572
8513,9639,23561,13068,11868,12382,16105,11806,9461,8170,4580,9106
2755,2960,8920,4073,2665,1892,1912,1066,808,581,463,870
1814,699,1025,791,881,1283,1566,1263,1055,955,539,1099
7,1,6,4,8,12,23,38,131,482,551,1092
4131,4674,13263,8043,6933,7430,8069,4866,3307,2731,1633,3109
48415,57203,127114,60844,48049,42001,50058,32497,23464,16084,14308,26592
9177,6537,18589,15338,15680,21413,25346,13514,9585,7149,3541,7288
13007,5972,12278,6969,5767,5722,6168,3968,2949,2307,1347,2821
15,6,17,11,19,31,48,97,328,1111,1279,2721
2109,560,794,531,664,1304,1921,2192,2845,4765,4240,9019
369,134,317,519,710,1623,2198,1841,1391,1210,517,993
36450,9733,12196,6457,6029,6730,8621,5830,4715,4554,2909,6029
4,2,7,5,5,7,7,5,3,5,4,14
5,0,0,1,1,1,6,69,139,68,5,5
650,363,589,519,1114,2195,6476,52978,133376,55704,2908,6329
4057,2973,8256,6795,6952,9541,11396,6036,4281,3262,1542,3254
2070,1585,4244,3613,3574,5125,5668,3141,2298,1762,853,1639
17081,6143,8957,6994,7756,10976,14357,11127,9206,8163,4773,9655
5115,4351,6480,3743,3606,3634,4900,3474,2662,2035,1681,3284
3186,1187,1751,1402,1508,2163,2688,2181,1836,1619,907,1944
5546,1396,1828,932,872,971,1251,847,732,709,431,914
734,262,546,899,1280,2864,3829,3228,2447,2028,868,1759
10,6,10,8,2,5,10,14,12,9,7,12
3999,2071,4766,5241,7046,13676,19623,11653,11400,13109,10122,22980
2499,2914,6846,4543,4471,6972,6222,5602,4462,4779,2640,4734
219,228,935,1061,1121,1331,2294,1701,1148,845,375,723
1857,1538,2243,1309,1288,1270,1754,1213,983,703,611,1208
6639,7342,20764,12601,10742,11842,12725,7677,5221,4087,2527,4908
240,54,93,61,68,134,248,232,332,500,472,950
411,172,315,255,323,600,992,1139,1286,1681,843,1664
31,30,55,39,29,45,53,37,53,61,42,89
1280,868,3183,4481,6101,10182,11014,4097,2346,1774,796,1751
785,847,2385,1162,695,503,534,310,218,152,128,242
1816,930,1956,2256,3159,5903,8740,5069,4858,5725,4344,9969
4446,5037,14103,8520,7334,8043,8582,5167,3624,2752,1748,3203
9429,11337,25328,12072,9451,8169,9806,6422,4552,3158,2862,5256
22836,19262,27586,16580,15723,15664,20765,14947,11761,8824,7405,14258
1,1,5,5,8,17,62,137,267,399,151,385
1,1,0,0,1,3,8,93,232,88,4,8
0,0,0,1,1,2,1,6,3,2,1,1
496,514,1541,699,473,344,302,205,134,88,77,143
3,1,2,1,5,3,2,2,5,3,1,4
10,4,7,11,15,40,50,46,30,40,10,18
29,21,47,26,26,21,31,16,13,13,11,16
202,138,392,338,340,449,562,275,180,157,67,144
0,0,0,0,2,0,2,0,0,0,0,0
2,3,2,1,1,2,6,4,6,4,3,9
0,0,0,1,5,1,0,0,0,0,0,0
0,1,2,7,5,36,155,678,183,20,5,9
639,343,567,529,1159,2215,5941,51808,129126,54189,2690,6229
4070,1849,3850,2258,1890,1663,1979,1367,815,691,436,853
3673,960,1337,985,1185,2185,3398,3581,4882,7980,7115,15112
25,8,38,46,96,123,132,44,29,15,9,21
1687,680,1376,1140,1385,2564,4147,5055,5682,6973,3482,6963
6,3,8,5,12,19,24,58,151,546,687,1242
0,5,6,3,3,20,35,98,168,288,110,244
2294,2744,6511,3762,3888,4975,6751,2988,3106,2969,2201,5123
6315,5173,10765,5989,5903,8299,10569,9668,10427,12574,7734,15844
2920,3265,9250,5684,4818,5317,5736,3350,2302,1794,1110,2184
338,165,379,413,590,1181,1589,999,912,1060,843,1921
4,0,6,7,3,4,19,14,20,18,7,34
5,7,10,6,9,5,9,4,2,1,1,4
1938,837,1836,1036,845,839,930,624,418,366,233,403
515,476,931,526,523,735,902,816,910,1086,655,1422
2554,662,893,701,813,1571,2416,2579,3444,5840,5096,10844
91,117,274,189,167,291,248,230,185,186,107,177
1528,1865,4183,1947,1563,1360,1662,1048,759,549,476,889
1324,558,1241,681,620,560,594,407,274,248,111,253
398,316,1095,1543,1928,3296,3629,1291,760,559,238,577
5,4,13,7,9,23,38,66,183,663,816,1466
2,1,2,4,2,2,7,8,11,8,3,14
3754,1405,1984,1552,1659,2602,3234,2501,2152,1827,1084,2115
6951,1828,2436,1179,1105,1294,1676,1106,950,889,625,1146
1666,1804,4503,2957,2996,4607,4037,3629,2895,3202,1828,3252
6982,5914,8603,5131,4749,4679,6456,4542,3514,2774,2292,4311
2606,1763,5218,4290,4304,6080,6886,3845,2703,2067,1022,2086
3,2,1,2,1,9,9,20,61,180,227,446
1,0,0,0,0,2,1,1,2,0,0,0
0,0,0,0,3,4,5,12,24,35,24,29
0,0,0,0,0,0,4,3,8,4,0,0
1,0,1,0,0,0,0,0,0,1,0,3
0,0,0,0,0,2,3,4,12,25,5,10
2499,903,1276,1028,1134,1539,2122,1556,1347,1224,650,1364
9391,2443,3171,1614,1434,1808,2195,1508,1169,1228,799,1561
11,7,15,7,7,11,16,14,18,15,9,17
1651,1165,4082,5761,7680,12843,13782,5372,2937,2160,977,2254
1145,831,3098,4355,5684,9902,10576,3987,2161,1628,759,1714
3,1,4,2,4,7,16,8,8,4,1,4
8831,4145,8573,4796,3955,4001,4220,2808,1971,1523,917,1902
283,122,211,312,468,1090,1445,1190,927,792,325,676
71,56,149,240,399,1164,6316,25611,8236,1024,131,331
2270,820,1188,911,1076,1460,1915,1539,1219,1069,616,1330
0,1,2,2,3,4,11,7,8,4,1,6
2385,1704,4758,4045,4052,5538,6595,3437,2472,1918,931,2015
11204,12507,35510,21334,18294,20049,21373,13068,8868,6952,4196,8338
489,519,1974,2076,2191,2766,4717,3613,2441,1821,762,1561
19770,9038,18577,10881,8709,8378,9730,6076,4301,3508,2027,4161
1877,782,1538,1244,1469,2728,4594,5572,6205,7889,3726,7860
1556,1777,5036,3144,2651,2796,3134,1804,1231,1050,604,1230
314,325,973,427,259,229,197,129,81,61,51,81
6553,1719,2374,1688,2121,4162,6074,6631,9101,14906,13146,27688
5190,5632,16465,10027,8597,9074,9890,5974,4057,3272,1997,3842
1234,1399,3363,1896,2014,2563,3516,1455,1620,1554,1178,2570
2351,776,1190,894,1034,1405,1924,1524,1264,1054,598,1302
1888,477,697,516,672,1138,1786,1931,2641,4401,3781,8099
0,2,0,1,2,6,4,4,0,4,1,10
3220,1132,2420,3695,5302,12164,16817,13968,10787,8757,3685,7572
58,37,86,91,119,196,348,194,193,228,178,391
21458,18207,26684,15725,15147,14668,20241,14207,11052,8337,7199,13510
3,9,8,7,16,44,143,353,655,903,391,796
0,0,0,0,0,0,0,1,1,4,3,1
0,0,0,0,0,0,7,14,15,28,15,17
3,1,3,2,3,3,12,17,46,172,162,382
5,0,5,2,1,10,8,12,7,11,9,9
4063,1469,2170,1653,1908,2622,3359,2650,2203,1999,1105,2391
2869,2902,9181,4027,2652,1923,2043,1158,777,526,457,877
3337,3435,10814,4902,3166,2213,2352,1283,1012,641,514,1015
9067,7916,11254,6781,6517,6449,8708,6155,4774,3637,3148,5826
1374,1404,3561,1925,1653,1917,2436,1704,1411,1244,690,1404
24267,20345,29187,17595,16974,16417,22337,16104,12393,9537,8026,15208
2888,2371,4888,2751,2678,3750,4868,4299,4755,5767,3624,7248
1858,815,1709,949,801,767,855,557,385,316,187,396
4987,4087,5896,3615,3324,3440,4701,3224,2567,1917,1637,3101
307,103,260,355,502,1212,1659,1373,1089,879,384,788
10,3,4,3,3,5,6,7,5,15,19,27
3568,3883,9706,5396,4831,4951,6466,4744,3972,3491,1879,3615
282,118,227,371,572,1213,1655,1343,1074,868,337,788
14432,3804,4822,2583,2289,2660,3346,2208,1868,1780,1160,2335
11875,4339,6164,4713,5400,7606,9962,7861,6345,5740,3349,6644
1940,1636,3274,1928,1808,2472,3226,2912,3244,3903,2368,4942
3515,1437,2794,2395,2658,5104,8637,10245,11615,14507,7191,14631
26548,31456,69382,33590,26205,22807,27313,17965,12917,8932,7909,14565
14436,10453,28800,24709,24669,33665,39605,21596,15170,11539,5563,11542
2172,1779,2623,1519,1480,1391,2011,1389,1088,831,673,1335
0,0,0,0,3,2,5,6,1,1,0,0
4,1,4,2,5,8,7,11,15,15,9,26
1121,455,547,447,502,712,910,728,608,547,323,636
6437,5417,11201,6163,6047,8714,11100,10190,10900,13113,8097,16637
4977,5514,15910,9627,8101,8992,9512,5851,4113,3064,1959,3756
8,10,10,6,7,20,24,29,37,58,20,41
2,0,0,0,2,2,0,3,6,8,1,4
153,57,148,106,164,288,495,928,2979,10899,12222,25301
0,0,0,0,0,2,0,2,1,3,0,1
195,195,471,518,795,2189,6318,15916,27962,40431,17562,35523
4,2,1,0,1,0,3,6,4,7,8,24
193,102,160,131,331,537,948,5734,38891,95784,11351,22903
1,1,2,1,0,0,0,0,1,0,0,0
18,3,19,12,13,29,44,96,316,1061,1155,2397
3,4,10,11,19,33,107,324,557,711,324,686
1606,1309,1997,1179,1109,1130,1521,1127,830,616,525,988
31108,2154,1345,433,553,501,647,644,451,591,303,740
2844,2343,4798,2698,2682,3766,4809,4400,4603,5571,3460,6876
1082,1366,3135,2112,2109,3254,2889,2661,2090,2191,1255,2184
6135,2913,5854,3365,2762,2689,2977,1956,1354,1083,632,1256
7319,8257,19510,10885,9780,10213,13540,9692,7849,7008,3791,7517
18,2,11,11,17,25,48,93,266,958,1105,2192
115,35,89,101,165,370,540,425,350,301,109,210
41,16,28,26,41,72,112,147,143,200,89,182
1,0,0,0,1,1,2,0,0,3,0,1
811,640,1675,2386,3883,12904,68694,272977,88779,10926,1497,3441
8,2,9,19,32,97,530,2088,656,76,12,22
1285,1325,3829,2430,2045,2210,2297,1400,914,793,443,906
1245,1472,3526,2173,2360,3619,3180,2675,2394,2448,1350,2479
793,230,258,150,124,149,210,164,115,104,66,127
49,38,100,96,177,474,1389,3434,5920,8423,3673,7549
46,37,105,221,400,1650,3636,1639,585,239,90,220
980,344,771,1112,1602,3717,5215,4308,3251,2659,1185,2247
0,0,1,0,0,2,4,3,1,2,0,1
0,0,0,0,0,0,0,5,7,7,0,0
616,260,505,402,484,886,1514,1830,2085,2601,1257,2612
10464,8981,13034,7542,7151,7288,9658,6724,5467,4094,3476,6607
63,74,163,86,48,53,65,41,21,19,21,34
1384,1632,4006,2547,2596,4001,3533,3205,2522,2787,1474,2742
0,2,4,10,13,51,107,66,13,15,0,5
39,29,77,167,319,1325,2905,1347,452,191,50,181
58,32,64,62,99,177,303,1931,13067,32197,3876,7774
4,2,0,4,4,7,12,6,18,15,7,15
38,26,49,36,91,155,466,3937,9671,4001,204,465
44,28,48,50,81,186,503,4417,11256,4669,263,516
123,58,100,176,282,1195,2244,4040,3711,2334,481,1024
5799,1479,2183,1549,1934,3674,5305,5828,7826,13302,11603,24348
731,303,556,467,512,1041,1703,1960,2344,2929,1389,2856
2,2,1,3,1,6,7,10,10,18,5,10
2,3,13,15,19,21,47,28,13,10,3,10
3,7,10,12,24,90,167,306,245,197,33,80
53,58,199,437,747,3041,6919,3148,1053,448,141,395
4,1,5,8,10,42,31,27,23,17,7,21
1809,1776,7576,7920,8485,10351,18439,13417,9189,6974,2767,5900
13622,4784,7020,5541,6203,8969,11689,8977,7341,6413,3821,7596
4023,3212,6673,3738,3711,5365,6609,6067,6594,7973,4865,10118
4691,2181,4421,2491,2045,1964,2237,1401,1004,828,473,948
5915,1514,1933,1044,1011,1075,1355,930,796,677,525,989
68944,18389,23117,12139,11209,12605,15946,10929,9050,8332,5597,11221
788,342,665,544,669,1270,2044,2400,2740,3518,1654,3463
702,810,2068,1250,1195,1582,2128,893,994,971,716,1639
4252,1510,2262,1661,1949,2720,3624,2826,2410,2023,1252,2391
40,48,110,119,166,463,1362,3214,5649,7966,3465,7152
11,4,32,11,21,7,14,9,13,6,1,3
17,9,20,12,25,26,49,118,355,1309,1405,2908
52536,61443,146303,95529,98093,147869,132912,117446,95649,101167,55987,101794
400,266,708,1065,1587,5362,29163,116320,37680,4468,651,1500
15,19,49,40,70,196,520,1299,2313,3391,1414,2933
8,13,27,24,41,128,349,855,1530,2196,930,1878
0,0,0,0,0,1,0,0,5,3,7,3
0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0,0,1,2,1,0,0,2
0,0,0,0,0,1,2,2,3,5,0,1
1,0,0,0,1,0,4,3,2,1,0,1
3119,2734,3961,2354,2200,2225,2978,2162,1671,1338,1022,2033
10,18,33,36,45,140,380,888,1635,2344,1010,2017
47,24,82,98,159,406,1113,2928,5047,7280,3204,6450
2788,1234,2519,1521,1244,1163,1414,850,594,479,284,591
316,166,302,187,163,146,142,100,80,60,31,52
411,480,1167,648,764,934,1221,530,586,545,389,900
11185,12954,29093,14002,11068,9516,11384,7273,5398,3656,3254,6144
8,8,20,22,31,90,241,586,1039,1505,705,1395
3,2,8,8,18,61,155,379,616,962,392,764
2555,693,869,478,420,462,596,445,342,323,186,438
84,198,806,576,433,349,400,150,96,82,37,95
34,10,41,19,23,20,14,13,11,7,9,8
686,266,373,301,343,391,614,484,374,341,213,415
2350,633,813,419,474,445,545,376,322,307,196,402
20,8,26,11,14,22,19,25,15,26,15,27
597,705,1929,1174,1016,1067,1220,684,479,374,215,439
1616,539,1243,1797,2822,6363,8756,7145,5457,4490,1960,3863
1764,634,933,706,775,1108,1442,1099,942,829,496,984
3779,3196,4725,2710,2618,2604,3494,2478,2016,1449,1200,2347
595,593,1911,1107,924,1054,1093,647,479,376,222,391
17893,6797,9413,7217,7995,11607,15159,11936,9363,8439,5021,10137
1551,1710,5093,3067,2568,2819,3053,1777,1213,1014,594,1168
2986,1306,2765,1631,1266,1262,1461,934,634,510,284,615
86,90,241,116,125,127,132,135,84,69,35,87
1409,1699,3920,2509,2529,3922,3524,3099,2515,2717,1444,2689
6,7,7,1,3,3,2,2,4,1,3,1
0,3,9,6,7,6,28,12,8,7,2,6
63,110,491,339,284,227,270,113,53,49,20,53
926,414,842,518,392,361,391,298,211,169,80,186
483,619,1294,615,470,462,520,331,252,173,140,259
149,45,128,100,151,230,398,797,2564,9107,10295,20934
1796,1956,4833,2684,2356,2542,3297,2316,1904,1715,910,1819
901,785,1620,949,892,1223,1605,1472,1574,1842,1150,2409
3126,1170,1622,1276,1422,1909,2610,2129,1686,1494,902,1786
38966,32977,47971,28280,26910,26654,36394,25540,20174,15105,12918,24778
556,644,1808,1095,891,1088,1148,649,465,382,236,433
25437,28209,80924,48973,41249,45521,49108,29407,20502,15907,9993,19117
380,422,1336,796,675,787,761,484,322,277,158,284
73,59,184,87,105,139,174,76,84,95,47,147
1838,1536,2315,1271,1272,1193,1591,1240,918,696,566,1216
2244,1893,3682,2080,2052,2976,3842,3376,3700,4407,2877,5818
11970,10104,14890,8653,8284,8045,11000,7744,6065,4644,4032,7443
70,47,141,196,305,1045,5310,21331,6994,846,115,258
27,26,50,26,26,21,48,28,22,16,13,12
10155,3781,5341,4102,4547,6540,8564,6648,5412,4910,2911,5760
1350,488,1077,1555,2319,5326,7309,6092,4646,3853,1608,3280
1776,1289,3568,3057,3102,4123,4914,2634,1876,1422,646,1461
7,0,4,4,7,7,12,25,69,306,351,682
129,141,393,187,111,85,88,40,51,21,17,35
4175,4830,11611,7805,7786,11739,10538,9390,7708,8254,4365,8069
783,920,2245,1282,1352,1654,2408,1007,1044,963,762,1732
1173,436,629,514,534,756,1041,794,652,583,291,660
793,235,287,221,297,522,770,901,1174,1909,1666,3485
12,14,39,25,19,31,26,22,15,18,8,11
3,0,8,6,5,7,7,7,5,1,1,2
3724,3334,4821,2814,2741,2587,3575,2604,2071,1520,1320,2408
367,390,898,433,364,309,390,265,162,102,104,202
7627,5522,15269,13029,13071,18274,21066,11568,8083,6200,2980,6125
5184,6095,14632,8415,8845,11256,15178,6589,7037,6708,4990,11463
1333,475,672,504,597,882,1072,913,753,621,387,783
1613,425,626,440,569,1052,1499,1612,2177,3685,3250,6987
2,0,1,3,1,3,11,13,8,13,5,15
9008,7491,10953,6474,6101,6239,8254,5928,4611,3543,2896,5542
2600,2195,3145,1891,1800,1751,2404,1641,1376,1023,813,1675
4,0,3,5,2,5,11,18,15,18,9,22
