"","X1","X2","X3","X4"
"2623",28,35,11,12
"2624",25,21,17,15
"2625",25,27,8,12
"2626",29,29,11,16
"2627",31,25,11,14
"2628",22,25,11,16
"2629",22,28,12,14
"2630",26,34,13,16
"2631",21,17,17,17
"2632",19,33,13,16
"2633",30,28,10,17
"2634",33,20,15,16
"2635",16,19,15,12
"2636",28,20,9,15
"2637",26,26,11,12
"2638",18,27,12,12
"2639",28,32,9,12
"2640",24,25,16,18
"2641",25,23,11,18
"2642",25,31,14,17
"2643",28,28,13,12
"2644",15,39,18,11
"2645",29,33,12,16
"2646",18,29,14,5
"2647",35,27,10,10
"2648",26,28,12,13
"2649",30,21,7,11
"2650",27,22,4,17
"2651",24,22,10,20
"2652",28,28,15,11
"2653",29,30,16,10
"2654",28,31,16,14
"2655",32,27,12,12
"2656",27,21,6,7
"2657",25,25,18,13
"2658",23,21,14,12
"2659",34,34,18,10
"2660",41,32,17,19
"2661",20,22,15,16
"2662",20,21,16,12
"2663",20,24,12,6
"2664",23,21,11,14
"2665",25,31,8,12
"2666",32,30,6,9
"2667",20,28,15,13
"2668",27,26,15,13
"2669",13,31,9,13
"2670",20,28,11,10
"2671",28,31,13,13
"2672",30,25,14,16
"2673",22,22,16,11
"2674",30,19,13,19
"2675",18,25,11,7
"2676",29,37,12,8
"2677",25,23,14,12
"2678",23,26,12,11
"2679",28,25,9,19
"2680",32,26,12,15
"2681",25,32,16,8
"2682",22,20,16,12
"2683",23,25,12,11
"2684",27,26,11,14
"2685",25,27,11,10
"2686",29,24,23,14
"2687",19,20,15,16
"2688",20,35,16,8
"2689",19,30,8,8
"2690",30,22,14,10
"2691",25,18,9,19
"2692",30,29,5,14
"2693",36,35,7,12
"2694",23,27,12,12
"2695",22,27,15,13
"2696",27,40,9,13
"2697",25,22,10,10
"2698",28,33,15,7
"2699",37,30,12,10
"2700",21,20,13,14
"2701",25,23,13,14
"2702",19,29,12,11
"2703",35,35,9,7
"2704",32,25,11,15
"2705",19,30,14,18
"2706",29,32,8,12
"2707",32,24,13,7
"2708",25,24,13,9
"2709",25,28,14,14
"2710",15,26,16,13
"2711",22,34,13,8
"2712",28,35,17,6
"2713",25,33,14,12
"2714",30,25,6,17
"2715",27,29,9,12
"2716",27,20,11,13
"2717",27,24,10,10
"2718",27,23,11,16
"2719",28,31,10,14
"2720",26,21,12,17
"2721",17,28,15,10
"2722",31,32,11,12
"2723",25,17,17,14
"2724",18,26,10,13
"2725",18,26,14,11
"2726",22,26,8,20
"2727",30,23,10,15
"2728",31,22,13,15
"2729",32,21,15,18
"2730",27,22,20,16
"2731",17,23,11,17
"2732",15,17,9,13
"2733",27,27,8,19
"2734",28,26,10,10
"2735",19,29,16,10
"2736",14,19,11,15
"2737",29,23,12,12
"2738",18,25,16,21
"2739",27,26,6,13
"2740",28,18,18,17
"2741",27,23,12,13
"2742",28,18,13,13
"2743",24,28,8,13
"2744",24,20,15,10
"2745",36,30,15,12
"2746",27,19,12,17
"2747",26,11,20,10
"2748",22,14,12,12
"2749",29,31,11,10
"2750",25,21,21,9
"2751",36,33,18,6
"2752",25,26,18,11
"2753",24,24,7,19
"2754",28,24,11,12
"2755",19,29,12,15
"2756",21,24,18,11
"2757",25,20,18,8
"2758",23,26,17,16
"2759",21,29,17,8
"2760",26,25,8,9
"2761",20,24,7,10
"2762",29,32,11,11
"2763",27,34,13,10
"2764",24,19,16,6
"2765",28,33,17,12
"2766",30,22,14,19
"2767",20,17,15,15
"2768",23,25,10,9
"2769",33,26,15,11
"2770",28,18,19,12
"2771",29,24,20,18
"2772",24,34,10,12
"2773",24,21,13,18
"2774",21,25,6,12
"2775",23,29,6,14
"2776",42,21,12,11
"2777",15,25,12,9
"2778",26,23,12,11
"2779",23,21,13,13
"2780",30,26,14,16
"2781",24,32,11,15
"2782",27,32,10,14
"2783",21,29,9,6
"2784",24,30,15,13
"2785",28,30,14,19
"2786",21,27,12,19
"2787",21,27,14,19
"2788",18,27,12,16
"2789",31,22,12,7
"2790",26,37,4,10
"2791",25,28,9,11
"2792",27,27,9,16
"2793",21,20,12,15
"2794",28,33,17,8
"2795",35,30,6,20
"2796",25,15,9,9
"2797",33,24,10,17
"2798",27,19,11,11
"2799",23,32,19,13
"2800",25,19,10,11
"2801",32,22,11,12
"2802",25,28,15,8
"2803",25,25,14,13
"2804",22,27,20,15
"2805",30,24,14,17
"2806",24,30,21,12
"2807",26,27,9,14
"2808",25,29,14,12
"2809",28,27,16,7
"2810",29,24,14,11
"2811",33,19,24,16
"2812",23,20,17,10
"2813",26,29,12,15
"2814",26,20,14,9
"2815",32,22,9,13
"2816",28,25,11,8
"2817",25,21,14,14
"2818",29,34,15,12
"2819",22,17,13,14
"2820",36,31,18,12
"2821",24,22,18,17
"2822",24,23,9,7
"2823",25,23,15,8
"2824",32,31,11,13
"2825",21,24,17,15
"2826",28,21,9,14
"2827",19,20,15,9
"2828",19,26,10,13
"2829",30,31,13,25
"2830",17,26,11,11
"2831",27,21,13,9
"2832",27,23,17,11
"2833",19,24,9,14
"2834",30,43,12,7
"2835",28,32,12,12
"2836",30,22,14,10
"2837",16,21,8,9
"2838",23,25,16,21
"2839",20,30,19,11
"2840",22,35,13,13
"2841",28,16,15,18
"2842",32,33,13,12
"2843",34,20,10,12
"2844",20,24,13,14
"2845",22,20,12,9
"2846",29,25,16,12
"2847",25,33,14,14
"2848",24,15,13,16
"2849",31,27,12,8
"2850",33,21,15,9
"2851",17,26,12,10
"2852",28,23,12,8
"2853",30,33,17,12
"2854",33,20,17,9
"2855",14,21,16,18
"2856",21,17,14,12
"2857",19,26,10,17
"2858",29,32,13,10
"2859",26,24,11,21
"2860",27,31,14,10
"2861",24,39,15,13
"2862",28,21,7,14
"2863",31,32,10,18
"2864",32,22,11,13
"2865",24,28,8,12
"2866",20,21,13,9
"2867",33,21,14,10
"2868",29,27,14,14
"2869",32,23,6,15
"2870",23,21,12,15
"2871",17,21,17,7
"2872",24,30,5,15
"2873",37,29,9,15
"2874",25,22,19,19
"2875",33,24,13,12
"2876",32,28,15,11
"2877",25,16,12,9
"2878",27,28,10,9
"2879",26,25,12,13
"2880",21,32,14,15
"2881",38,30,13,12
"2882",26,21,15,7
"2883",32,25,17,8
"2884",31,27,13,15
"2885",29,32,14,13
"2886",24,29,11,11
"2887",25,36,9,11
"2888",26,21,13,6
"2889",19,24,12,10
"2890",35,15,10,11
"2891",19,25,9,16
"2892",21,24,9,16
"2893",26,20,14,12
"2894",29,26,18,12
"2895",29,16,8,15
"2896",28,29,12,12
"2897",37,20,14,8
"2898",23,19,14,7
"2899",26,16,16,17
"2900",20,22,13,17
"2901",19,24,14,13
"2902",29,17,13,11
"2903",24,22,10,12
"2904",28,20,9,12
"2905",26,26,15,17
"2906",30,21,12,15
"2907",31,27,17,10
"2908",33,22,18,5
"2909",17,15,16,13
"2910",20,22,15,9
"2911",29,21,11,10
"2912",33,26,11,13
"2913",31,34,15,12
"2914",31,23,11,14
"2915",25,24,7,10
"2916",35,21,15,11
"2917",23,28,13,18
"2918",17,26,16,13
"2919",27,27,14,10
"2920",28,22,13,13
"2921",27,25,14,10
"2922",33,25,9,15
"2923",27,29,10,19
"2924",25,28,11,17
"2925",25,30,10,5
"2926",32,32,14,10
"2927",19,38,12,10
"2928",32,23,14,10
"2929",20,24,11,13
"2930",29,23,12,9
"2931",17,27,13,10
"2932",28,26,16,13
"2933",22,22,14,13
"2934",23,29,10,10
"2935",29,28,15,9
"2936",32,24,12,14
"2937",17,25,15,12
"2938",39,26,15,12
"2939",24,22,10,13
"2940",16,25,13,13
"2941",16,16,11,14
"2942",23,28,12,13
"2943",43,25,12,10
"2944",23,19,14,5
"2945",28,26,11,10
"2946",26,21,13,9
"2947",31,21,9,13
"2948",32,22,14,15
"2949",27,25,17,10
"2950",29,21,18,4
"2951",19,34,19,13
"2952",13,26,11,18
"2953",17,25,15,10
"2954",27,23,21,14
"2955",19,20,9,14
"2956",22,30,13,13
"2957",14,42,16,13
"2958",28,25,16,14
"2959",30,25,18,15
"2960",19,25,8,15
"2961",29,26,12,9
"2962",18,26,10,8
"2963",27,28,9,9
"2964",21,31,14,21
"2965",23,16,15,8
"2966",25,28,10,15
"2967",21,33,16,13
"2968",27,22,13,6
"2969",36,22,8,15
"2970",30,28,10,19
"2971",23,25,16,13
"2972",30,29,12,6
"2973",22,28,11,12
"2974",16,24,11,13
"2975",25,20,12,10
"2976",26,30,10,20
"2977",31,19,10,10
"2978",27,30,11,8
"2979",24,23,14,14
"2980",30,13,13,6
"2981",28,21,8,11
"2982",27,33,16,17
"2983",22,26,10,9
"2984",25,28,14,8
"2985",21,24,10,8
"2986",25,23,12,7
"2987",23,30,9,21
"2988",33,35,13,9
"2989",30,25,10,14
"2990",23,17,14,18
"2991",34,19,14,21
"2992",27,33,16,16
"2993",24,23,17,12
"2994",20,26,8,18
"2995",16,26,18,13
"2996",33,16,9,10
"2997",21,26,12,19
"2998",25,21,12,15
"2999",26,24,13,13
"3000",25,26,11,12
"3001",26,26,14,6
"3002",21,20,10,15
"3003",17,27,4,10
"3004",31,15,13,21
"3005",19,25,15,15
"3006",26,21,15,10
"3007",25,34,4,12
"3008",17,23,12,9
"3009",25,21,15,11
"3010",16,22,16,14
"3011",22,22,13,15
"3012",21,24,10,17
"3013",26,24,12,10
"3014",23,23,19,16
"3015",29,22,18,16
"3016",34,28,11,11
"3017",27,29,16,16
"3018",27,26,18,11
"3019",34,15,18,16
"3020",24,37,10,9
"3021",31,24,16,10
"3022",20,26,14,16
"3023",24,34,12,16
"3024",23,26,18,10
"3025",29,28,10,7
"3026",25,25,5,8
"3027",22,18,18,9
"3028",29,20,16,14
"3029",24,24,17,13
"3030",24,25,14,14
"3031",25,19,13,11
"3032",21,24,12,10
"3033",25,26,6,8
"3034",23,22,24,12
"3035",21,26,12,11
"3036",23,31,11,7
"3037",32,32,10,10
"3038",26,20,24,11
"3039",34,24,9,6
"3040",26,29,9,12
"3041",21,25,11,20
"3042",28,26,17,14
"3043",27,32,12,11
"3044",38,24,14,13
"3045",21,27,9,18
"3046",26,19,13,2
"3047",24,27,10,10
"3048",27,18,14,12
"3049",27,26,10,7
"3050",28,34,10,11
"3051",27,24,19,11
"3052",20,30,11,15
"3053",24,35,8,15
"3054",23,17,15,11
"3055",27,25,8,14
"3056",21,24,11,9
"3057",26,19,11,11
"3058",27,32,13,16
"3059",29,22,11,10
"3060",20,36,16,13
"3061",21,18,14,11
"3062",30,24,11,15
"3063",24,25,10,12
"3064",26,22,10,8
"3065",23,24,17,14
"3066",29,25,13,21
"3067",24,24,5,12
"3068",26,26,16,12
"3069",20,24,10,12
"3070",23,28,12,8
"3071",29,30,15,5
"3072",28,26,11,18
"3073",20,34,19,11
"3074",18,23,10,7
"3075",14,20,11,15
"3076",27,24,18,12
"3077",25,32,18,6
"3078",20,24,11,11
"3079",26,29,6,17
"3080",30,26,16,15
"3081",26,28,14,14
"3082",23,28,13,12
"3083",18,27,15,13
"3084",24,27,11,9
"3085",28,23,11,11
"3086",23,16,6,17
"3087",21,27,12,20
"3088",20,25,9,11
"3089",24,23,13,8
"3090",20,28,14,13
"3091",25,18,11,16
"3092",28,24,12,14
"3093",32,31,15,13
"3094",19,32,8,14
"3095",15,26,11,8
"3096",37,28,11,13
"3097",15,22,15,8
"3098",30,21,15,13
"3099",32,36,16,12
"3100",23,20,11,8
"3101",34,31,7,10
"3102",17,26,14,14
"3103",32,32,17,13
"3104",22,20,20,15
"3105",20,31,10,11
"3106",113,82,35,36
"3107",98,92,42,39
"3108",99,100,37,34
"3109",82,99,32,33
"3110",85,93,34,40
"3111",93,94,57,36
"3112",77,101,31,41
"3113",89,94,32,26
"3114",114,88,33,29
"3115",84,98,43,33
"3116",113,105,42,32
"3117",102,89,42,35
"3118",95,99,35,24
"3119",94,89,31,40
"3120",92,96,38,51
"3121",100,77,33,26
"3122",86,78,35,42
"3123",79,102,36,37
"3124",78,112,36,33
"3125",100,86,37,53
"3126",104,103,37,42
"3127",94,80,38,34
"3128",102,94,31,30
"3129",90,104,34,42
"3130",103,90,46,53
"3131",100,94,38,28
"3132",81,93,31,35
"3133",73,106,40,41
"3134",83,98,40,46
"3135",92,107,38,30
"3136",89,92,40,45
"3137",118,86,40,35
"3138",88,94,39,35
"3139",89,75,37,36
"3140",103,86,35,30
"3141",112,113,35,43
"3142",96,100,41,33
"3143",85,97,45,39
"3144",93,87,48,41
"3145",107,82,36,40
"3146",103,100,33,36
"3147",110,88,41,45
"3148",92,79,32,50
"3149",100,105,41,38
"3150",116,92,42,35
"3151",97,89,36,61
"3152",89,106,36,41
"3153",101,98,46,36
"3154",87,75,41,37
"3155",87,96,38,29
"3156",80,78,40,39
"3157",96,97,35,43
"3158",98,105,41,26
"3159",106,101,29,37
"3160",102,105,43,39
"3161",94,97,33,47
"3162",90,101,34,41
"3163",102,100,41,39
"3164",99,103,30,33
"3165",89,90,37,42
"3166",94,96,39,39
"3167",83,100,38,38
"3168",77,103,40,47
"3169",93,109,40,43
"3170",90,104,30,35
"3171",112,105,43,35
"3172",91,92,41,39
"3173",91,86,41,30
"3174",80,93,38,35
"3175",87,85,32,38
"3176",101,104,35,36
"3177",86,93,38,40
"3178",100,84,26,45
"3179",103,97,32,28
"3180",88,90,34,37
"3181",95,90,30,38
"3182",76,85,45,39
"3183",87,104,47,39
"3184",90,100,38,35
"3185",99,108,47,50
"3186",102,99,36,44
"3187",102,101,40,29
"3188",92,101,41,33
"3189",91,90,50,52
"3190",114,97,43,38
"3191",94,96,28,37
"3192",98,84,28,29
"3193",106,116,38,39
"3194",81,81,30,29
"3195",89,88,34,38
"3196",95,94,33,34
"3197",93,91,27,36
"3198",83,90,28,43
"3199",84,94,44,38
"3200",83,80,41,39
"3201",80,102,37,37
"3202",103,88,42,46
"3203",87,92,32,42
"3204",106,85,40,45
"3205",97,117,44,43
"3206",94,96,41,43
"3207",91,101,40,28
"3208",107,104,43,46
"3209",92,102,38,38
"3210",80,102,34,49
"3211",101,88,33,56
"3212",108,107,36,35
"3213",98,105,33,45
"3214",81,88,42,44
"3215",80,97,36,38
"3216",91,92,38,47
"3217",98,103,38,34
"3218",98,99,46,34
"3219",112,87,40,31
"3220",92,102,37,32
"3221",109,91,44,35
"3222",87,90,40,35
"3223",99,87,28,45
"3224",101,92,33,32
"3225",89,112,50,40
"3226",93,85,34,40
"3227",93,110,30,41
"3228",91,119,32,33
"3229",94,116,49,33
"3230",88,94,32,34
"3231",97,111,37,31
"3232",88,86,49,27
"3233",96,81,45,39
"3234",93,77,31,35
"3235",89,87,48,45
"3236",103,92,41,40
"3237",82,89,32,38
"3238",91,100,32,46
"3239",80,106,37,50
"3240",95,88,40,39
"3241",77,103,36,44
"3242",86,97,29,31
"3243",72,97,39,56
"3244",95,98,37,37
"3245",65,102,26,43
"3246",84,94,37,49
"3247",90,91,38,52
"3248",99,91,28,27
"3249",115,88,37,36
"3250",99,85,39,27
"3251",88,99,36,43
"3252",96,93,43,54
"3253",87,98,37,39
"3254",115,100,32,38
"3255",103,88,32,40
"3256",93,112,42,39
"3257",102,94,48,39
"3258",102,85,40,34
"3259",99,94,44,41
"3260",86,89,45,52
"3261",86,99,42,32
"3262",97,93,36,38
"3263",86,114,48,41
"3264",106,90,33,47
"3265",97,100,33,38
"3266",97,112,48,26
"3267",87,109,40,34
"3268",83,98,35,58
"3269",97,107,34,41
"3270",110,112,30,42
"3271",87,78,51,43
"3272",98,93,34,30
"3273",85,86,32,24
"3274",93,103,37,32
"3275",95,95,49,36
"3276",90,103,50,37
"3277",99,81,34,35
"3278",82,93,49,26
"3279",86,92,40,45
"3280",104,93,41,31
"3281",88,109,45,40
"3282",99,91,39,34
"3283",104,100,43,41
"3284",109,104,37,46
"3285",91,98,38,36
"3286",106,97,36,39
"3287",84,103,35,49
"3288",88,76,38,31
"3289",102,93,38,41
"3290",108,94,36,33
"3291",96,78,41,27
"3292",88,74,48,31
"3293",85,120,39,37
"3294",96,97,36,40
"3295",83,94,31,43
"3296",95,92,36,47
"3297",96,104,36,39
"3298",100,87,31,46
"3299",96,87,39,35
"3300",94,97,45,34
"3301",98,88,32,58
"3302",122,91,48,35
"3303",93,100,50,33
"3304",96,97,49,31
"3305",75,106,43,32
"3306",105,93,38,33
"3307",95,97,38,46
"3308",87,97,47,30
"3309",101,95,34,31
"3310",106,89,49,43
"3311",103,93,38,30
"3312",102,97,35,31
"3313",111,99,29,45
"3314",92,91,30,48
"3315",93,115,50,39
"3316",91,98,39,59
"3317",74,99,41,35
"3318",91,114,44,30
"3319",106,90,40,36
"3320",110,72,43,46
"3321",110,82,37,44
"3322",82,88,19,40
"3323",88,94,39,45
"3324",130,119,37,35
"3325",94,100,40,41
"3326",96,105,28,32
"3327",85,93,40,37
"3328",85,83,40,36
"3329",82,89,33,40
"3330",86,98,40,35
"3331",88,100,37,28
"3332",81,89,41,40
"3333",81,102,41,40
"3334",91,91,40,35
"3335",85,126,42,37
"3336",97,78,30,49
"3337",102,100,42,33
"3338",68,100,33,32
"3339",89,104,44,29
"3340",79,113,30,41
"3341",89,102,50,44
"3342",92,95,37,42
"3343",93,111,42,42
"3344",87,71,41,43
"3345",94,101,29,49
"3346",101,98,32,34
"3347",90,90,37,37
"3348",99,113,37,25
"3349",98,95,53,43
"3350",91,95,38,36
"3351",108,88,43,26
"3352",95,88,44,34
"3353",80,89,42,41
"3354",82,96,40,45
"3355",101,97,44,39
"3356",99,88,35,39
"3357",98,104,44,39
"3358",79,106,34,38
"3359",104,84,30,42
"3360",91,107,47,37
"3361",80,99,29,41
"3362",103,83,33,35
"3363",97,97,36,35
"3364",86,101,46,31
"3365",96,89,36,37
"3366",97,74,39,27
"3367",102,98,55,31
"3368",85,91,47,40
"3369",94,100,39,37
"3370",86,78,52,35
"3371",106,100,41,30
"3372",100,105,35,31
"3373",100,78,45,32
"3374",88,97,34,28
"3375",106,96,31,48
"3376",82,105,39,41
"3377",80,86,29,44
"3378",96,86,36,41
"3379",104,107,40,34
"3380",85,101,35,54
"3381",87,100,31,35
"3382",109,96,52,31
"3383",93,72,41,34
"3384",100,96,51,43
"3385",79,100,49,36
"3386",95,88,46,36
"3387",108,82,34,36
"3388",82,92,32,44
"3389",94,106,33,33
"3390",107,100,36,44
"3391",81,80,31,45
"3392",87,95,29,34
"3393",89,91,41,51
"3394",86,100,46,41
"3395",92,71,40,33
"3396",89,85,46,35
"3397",95,95,35,26
"3398",112,81,43,31
"3399",98,82,24,34
"3400",98,93,34,36
"3401",74,98,43,39
"3402",92,96,34,42
"3403",94,105,35,41
"3404",80,92,43,40
"3405",90,75,49,36
"3406",89,82,26,33
"3407",90,112,37,29
"3408",99,112,42,32
"3409",111,100,32,35
"3410",87,95,40,49
"3411",82,120,43,58
"3412",90,112,28,20
"3413",103,86,39,45
"3414",92,67,41,43
"3415",89,82,53,37
"3416",95,93,35,35
"3417",103,97,40,44
"3418",85,95,25,45
"3419",101,99,36,38
"3420",97,90,40,42
"3421",90,101,33,31
"3422",79,82,40,46
"3423",89,77,33,40
"3424",95,92,54,43
"3425",92,110,40,34
"3426",78,93,40,33
"3427",103,83,43,29
"3428",90,102,34,35
"3429",95,88,41,38
"3430",91,78,47,39
"3431",90,98,47,39
"3432",89,106,40,35
"3433",84,97,44,28
"3434",88,94,37,31
"3435",115,80,51,35
"3436",84,94,39,30
"3437",94,85,45,36
"3438",87,88,33,52
"3439",91,96,48,29
"3440",107,97,33,38
"3441",89,103,39,43
"3442",88,94,36,44
"3443",104,85,37,37
"3444",96,82,31,56
"3445",104,85,40,36
"3446",85,111,30,43
"3447",109,105,38,35
"3448",126,89,32,47
"3449",102,102,44,43
"3450",118,95,40,45
"3451",86,97,34,43
"3452",105,83,39,36
"3453",96,91,31,44
"3454",87,97,33,36
"3455",88,97,44,41
"3456",97,101,45,45
"3457",87,78,35,44
"3458",110,99,36,47
"3459",110,75,31,40
"3460",103,85,48,32
"3461",94,97,49,35
"3462",104,90,47,32
"3463",81,99,37,37
"3464",87,99,43,49
"3465",90,82,28,27
"3466",84,94,38,39
"3467",87,85,34,40
"3468",87,92,43,47
"3469",93,105,32,36
"3470",91,111,29,41
"3471",97,110,42,48
"3472",98,84,34,35
"3473",121,94,32,39
"3474",109,93,39,36
"3475",90,93,25,33
"3476",97,86,24,28
"3477",98,76,37,35
"3478",104,93,30,32
"3479",80,98,47,44
"3480",101,92,34,37
"3481",97,108,32,43
"3482",106,84,36,35
"3483",74,98,36,27
"3484",94,92,30,33
"3485",92,82,36,39
"3486",107,96,48,32
"3487",84,92,42,48
"3488",80,102,33,43
"3489",93,87,39,39
"3490",87,97,39,39
"3491",117,105,49,43
"3492",95,77,37,38
"3493",90,110,48,22
"3494",91,106,44,51
"3495",95,89,37,36
"3496",99,104,48,39
"3497",102,73,41,38
"3498",87,102,37,39
"3499",80,69,27,47
"3500",82,100,48,30
"3501",76,95,38,33
"3502",90,114,28,44
"3503",95,86,29,40
"3504",86,77,39,41
"3505",99,103,39,37
"3506",72,100,30,34
"3507",95,95,57,30
"3508",94,97,32,44
"3509",111,100,43,35
"3510",89,86,31,30
"3511",107,96,32,44
"3512",81,88,34,43
"3513",87,88,29,39
"3514",85,98,34,37
"3515",83,88,47,26
"3516",99,94,48,41
"3517",78,89,38,43
"3518",100,100,44,36
"3519",83,81,45,32
"3520",93,94,39,30
"3521",89,103,39,37
"3522",96,101,44,40
"3523",77,76,49,38
"3524",98,95,40,41
"3525",89,101,44,32
"3526",90,79,41,41
"3527",72,99,40,36
"3528",110,91,37,38
"3529",96,82,38,46
"3530",91,116,43,38
"3531",88,108,41,27
"3532",93,102,33,28
"3533",91,92,42,23
"3534",84,78,39,49
"3535",98,89,45,42
"3536",86,85,35,33
"3537",115,95,43,38
"3538",94,105,32,48
"3539",92,104,37,46
"3540",82,91,35,38
"3541",86,97,32,39
"3542",87,106,34,45
"3543",111,101,41,39
"3544",101,75,41,41
"3545",87,91,54,39
"3546",75,98,38,40
"3547",101,97,36,34
"3548",96,99,40,46
"3549",94,120,42,43
"3550",98,84,45,42
"3551",88,90,40,38
"3552",96,90,42,31
"3553",91,79,38,45
"3554",88,98,32,41
"3555",105,100,36,38
"3556",74,110,41,43
"3557",88,93,39,36
"3558",102,84,35,62
"3559",108,83,45,38
"3560",99,93,38,42
"3561",82,86,42,35
"3562",77,88,38,42
"3563",100,78,36,28
"3564",107,80,47,36
"3565",109,88,52,53
"3566",90,92,46,42
"3567",103,96,27,39
"3568",82,99,44,35
"3569",87,85,36,33
"3570",81,90,32,41
"3571",98,88,37,38
"3572",108,88,35,43
"3573",93,91,33,33
"3574",88,106,48,43
"3575",96,91,35,38
"3576",89,75,39,19
"3577",98,97,40,40
"3578",99,98,46,43
"3579",99,100,42,33
"3580",90,96,43,52
"3581",94,91,25,53
"3582",86,90,26,42
"3583",102,102,41,32
"3584",103,92,30,38
"3585",76,110,45,49
"3586",109,97,47,34
"3587",93,112,29,30
"3588",98,101,39,34
"3589",105,98,40,34
"3590",104,97,41,39
"3591",84,106,42,38
"3592",96,92,35,34
"3593",93,95,26,41
"3594",95,96,35,42
"3595",94,99,35,36
"3596",98,86,51,35
"3597",93,94,33,37
"3598",92,100,41,32
"3599",100,89,49,46
"3600",88,102,40,40
"3601",93,87,43,30
"3602",95,94,45,45
"3603",85,92,37,42
"3604",76,84,37,47
"3605",101,103,26,32
"3606",87,92,40,38
"3607",88,95,42,47
"3608",94,97,40,35
"3609",91,99,45,43
"3610",93,105,34,33
"3611",84,76,50,40
"3612",87,86,33,28
"3613",104,81,31,44
"3614",93,80,40,39
"3615",99,87,37,39
"3616",81,76,34,38
"3617",102,103,37,37
"3618",92,100,39,35
"3619",99,84,30,38
"3620",79,66,43,43
"3621",90,99,39,34
"3622",96,122,33,37
"3623",94,85,29,38
"3624",105,91,46,38
"3625",110,87,39,42
"3626",95,83,34,38
"3627",100,102,37,39
"3628",96,97,35,41
"3629",94,94,43,39
"3630",107,75,39,44
"3631",108,96,37,39
"3632",98,120,37,35
"3633",84,94,43,38
"3634",106,100,32,33
"3635",99,93,31,40
"3636",111,86,30,40
"3637",88,103,36,38
"3638",105,73,40,45
"3639",90,98,43,30
"3640",92,88,37,23
"3641",103,80,40,43
"3642",105,88,31,37
"3643",103,104,52,37
"3644",94,94,27,40
"3645",109,108,40,37
"3646",114,86,33,48
"3647",96,97,46,35
"3648",93,109,44,30
"3649",108,86,50,35
"3650",92,93,47,44
"3651",99,98,38,31
"3652",93,89,32,25
"3653",102,86,33,35
"3654",89,77,36,39
"3655",75,96,32,43
"3656",87,84,35,34
"3657",101,94,45,28
"3658",90,81,38,29
"3659",105,84,35,34
"3660",83,91,48,39
"3661",99,97,35,41
"3662",84,96,39,49
"3663",97,86,30,30
"3664",90,90,33,30
"3665",109,99,46,36
"3666",95,107,39,48
"3667",86,92,30,37
"3668",89,88,41,51
"3669",98,102,40,32
"3670",94,92,38,48
"3671",107,81,40,38
"3672",91,103,36,32
"3673",80,91,39,38
"3674",91,96,34,32
"3675",97,95,41,40
"3676",93,86,43,41
"3677",97,84,33,42
"3678",90,89,40,42
"3679",107,87,40,49
"3680",99,85,49,47
"3681",100,84,38,31
"3682",83,96,39,42
"3683",90,85,42,39
"3684",107,123,46,45
"3685",84,104,28,40
"3686",44,59,184,199
"3687",43,45,184,198
"3688",43,50,184,164
"3689",65,46,220,170
"3690",43,61,175,191
"3691",45,46,201,206
"3692",55,39,202,178
"3693",64,56,183,200
"3694",38,48,200,166
"3695",37,53,180,202
"3696",54,57,173,201
"3697",59,44,197,178
"3698",57,51,196,186
"3699",59,67,165,210
"3700",68,54,192,195
"3701",38,50,211,198
"3702",68,57,183,183
"3703",60,53,186,196
"3704",47,53,191,183
"3705",61,51,192,171
"3706",52,47,194,183
"3707",64,61,169,193
"3708",53,47,184,199
"3709",46,62,183,216
"3710",41,49,202,199
"3711",43,66,176,196
"3712",56,45,185,174
"3713",48,55,188,182
"3714",56,55,202,187
"3715",57,52,176,189
"3716",57,55,183,200
"3717",52,44,189,192
"3718",60,62,170,189
"3719",56,40,192,192
"3720",47,53,181,162
"3721",59,48,183,200
"3722",57,49,198,188
"3723",64,57,189,202
"3724",54,45,190,188
"3725",47,53,191,196
"3726",42,42,194,181
"3727",53,51,191,165
"3728",72,60,229,232
"3729",55,51,198,201
"3730",52,63,199,157
"3731",51,56,191,182
"3732",50,41,205,192
"3733",51,50,203,167
"3734",49,63,166,171
"3735",52,58,189,199
"3736",57,48,169,182
"3737",59,46,194,183
"3738",50,56,185,199
"3739",57,47,202,207
"3740",44,60,177,180
"3741",53,57,180,185
"3742",56,68,191,195
"3743",48,49,191,194
"3744",62,54,177,191
"3745",43,44,183,203
"3746",44,52,189,186
"3747",51,63,207,194
"3748",61,57,190,204
"3749",34,49,179,181
"3750",59,42,187,205
"3751",51,60,171,196
"3752",68,41,202,200
"3753",65,50,177,200
"3754",65,44,207,197
"3755",52,62,170,187
"3756",41,58,169,210
"3757",55,41,236,206
"3758",49,36,199,186
"3759",65,50,186,191
"3760",39,54,201,187
"3761",49,60,182,208
"3762",61,58,206,185
"3763",59,59,196,182
"3764",46,46,203,200
"3765",55,43,191,192
"3766",49,41,197,181
"3767",39,39,193,172
"3768",45,46,197,179
"3769",42,40,192,203
"3770",65,40,203,174
"3771",57,50,193,192
"3772",59,59,198,187
"3773",43,52,181,203
"3774",51,44,191,168
"3775",47,59,182,191
"3776",45,57,166,200
"3777",50,64,168,204
"3778",50,54,187,171
"3779",62,57,165,202
"3780",52,44,194,185
"3781",48,58,162,167
"3782",48,67,203,201
"3783",48,60,192,186
"3784",45,51,205,182
"3785",47,53,188,213
"3786",55,51,214,187
"3787",59,51,191,188
