"","V1","V2","V3","V4"
"1245",13,130,17,92
"1246",56,15,55,15
"1247",73,63,62,55
"1248",53,70,46,46
"1249",80,96,47,57
"1250",28,16,15,10
"1251",24,61,24,39
"1252",167,136,112,92
"1253",439,563,324,442
"1254",110,213,95,148
"1255",21,8,16,2
"1256",5,8,7,6
"1257",7,16,1,13
"1258",44,26,30,14
"1259",73,0,48,0
"1260",81,34,65,22
"1261",67,26,55,26
"1262",15,19,11,16
"1263",1418,1836,1196,1363
"1264",10,114,2,64
"1265",44,41,33,46
"1266",65,103,49,62
"1267",144,164,127,109
"1268",59,64,71,64
"1269",115,155,84,122
"1270",9,7,10,6
"1271",43,78,32,90
"1272",40,201,15,184
"1273",46,9,21,13
"1274",40,23,33,19
"1275",93,47,73,35
"1276",0,36,0,35
"1277",18,0,14,0
"1278",21,0,19,0
"1279",132,65,107,35
"1280",78,60,65,51
"1281",146,117,98,77
"1282",60,63,45,47
"1283",13,0,12,0
"1284",37,22,34,13
"1285",91,313,57,219
"1286",36,25,39,30
"1287",233,302,175,227
"1288",201,115,138,114
"1289",11,240,11,182
"1290",21,190,15,131
"1291",60,66,41,47
"1292",32,69,33,49
"1293",6,1945,4,1508
"1294",74,86,59,76
"1295",30,5,40,6
"1296",232,74,173,82
"1297",26,24,10,17
"1298",0,41,0,41
"1299",330,319,265,276
"1300",177,9,137,5
"1301",21,22,27,27
"1302",86,105,68,54
"1303",82,22,61,15
"1304",406,632,317,498
"1305",41,78,29,50
"1306",98,52,82,33
"1307",63,60,52,40
"1308",0,18,0,13
"1309",1549,2036,1204,1433
"1310",89,90,80,79
"1311",157,610,126,505
"1312",58,67,52,53
"1313",9,36,5,24
"1314",20,0,11,0
"1315",3,12,3,9
"1316",35,0,31,0
"1317",315,326,236,265
"1318",118,42,99,39
"1319",16,21,15,25
"1320",11,0,5,0
"1321",13,10,5,4
"1322",27,47,26,24
"1323",482,801,369,602
"1324",35,47,30,30
"1325",59,105,51,72
"1326",0,16,0,14
"1327",35,17,26,17
"1328",30,283,34,241
"1329",19,0,12,0
"1330",137,7,102,4
"1331",43,15,44,13
"1332",237,301,172,203
"1333",113,75,101,52
"1334",75,91,51,70
"1335",5,60,1,59
"1336",0,19,0,18
"1337",1,211,0,132
"1338",8,1947,3,1452
"1339",93,36,74,26
"1340",48,64,39,56
"1341",55,57,49,37
"1342",338,451,271,337
"1343",35,148,26,102
"1344",18,62,14,51
"1345",24,0,23,0
"1346",26,12,20,5
"1347",0,33,0,19
"1348",182,101,177,97
"1349",485,379,392,270
"1350",35,32,28,25
"1351",197,177,155,142
"1352",110,139,93,112
"1353",656,457,531,388
"1354",153,135,130,106
"1355",68,46,39,25
"1356",112,144,96,114
"1357",296,403,265,283
"1358",1053,1033,861,772
"1359",36,24,28,24
"1360",208,95,140,89
"1361",8,17,8,21
"1362",38,148,14,118
"1363",81,41,44,36
"1364",262,335,204,277
"1365",40,1,35,2
"1366",261,26,199,24
"1367",190,168,143,142
"1368",8,43,5,34
"1369",58,88,67,77
"1370",50,54,63,46
"1371",68,31,51,18
"1372",87,48,70,37
"1373",97,85,85,60
"1374",104,83,75,35
"1375",28,12,28,4
"1376",132,64,115,53
"1377",0,236,0,146
"1378",28,119,27,87
"1379",18,10,20,10
"1380",12,26,12,18
"1381",56,102,37,79
"1382",95,73,52,58
"1383",12,8,6,4
"1384",6,36,4,25
"1385",33,53,33,29
"1386",115,294,104,210
"1387",494,72,413,36
"1388",55,12,52,12
"1389",8,0,18,0
"1390",101,32,97,22
"1391",30,28,33,17
"1392",10,15,20,21
"1393",93,53,53,35
"1394",4,11,6,6
"1395",59,174,71,124
"1396",59,83,42,79
"1397",25,22,11,22
"1398",78,81,58,74
"1399",36,34,27,24
"1400",16,40,9,38
"1401",0,52,0,53
"1402",20,26,12,10
"1403",20,8,9,14
"1404",13,4,12,6
"1405",36,61,22,45
"1406",17,1,9,0
"1407",20,29,16,22
"1408",15,85,14,80
"1409",0,26,0,15
"1410",16,15,15,17
"1411",18,5,23,8
"1412",11,28,7,13
"1413",19,35,14,24
"1414",5,42,1,30
"1415",49,123,31,69
"1416",104,0,79,0
"1417",60,77,56,51
"1418",28,62,26,55
"1419",33,0,37,0
"1420",15,9,10,18
"1421",49,188,46,136
"1422",70,123,53,80
"1423",46,69,54,38
"1424",70,47,64,21
"1425",12,39,16,43
"1426",11,6,16,3
"1427",50,27,39,18
"1428",167,197,128,141
"1429",169,281,138,200
"1430",1,51,0,47
"1431",54,0,42,0
"1432",53,0,50,0
"1433",19,8,15,11
"1434",25,20,14,15
"1435",10,8,5,6
"1436",10,11,8,22
"1437",14,9,15,9
"1438",28,16,13,8
"1439",29,4,28,5
"1440",22,22,15,16
"1441",277,0,194,0
"1442",20,0,18,0
"1443",48,12,15,5
"1444",113,108,97,75
"1445",33,33,32,28
"1446",22,16,10,15
"1447",43,0,34,0
"1448",37,41,31,28
"1449",48,56,22,41
"1450",25,15,21,10
"1451",92,0,81,0
"1452",84,59,65,50
"1453",15,34,14,13
"1454",10,0,9,0
"1455",24,12,14,5
"1456",28,7,18,6
"1457",25,57,17,32
"1458",46,20,41,14
"1459",39,22,15,9
"1460",44,56,32,33
"1461",29,26,37,18
"1462",24,70,16,63
"1463",34,151,35,117
"1464",23,19,5,13
"1465",24,0,19,0
"1466",18,46,17,54
"1467",9,14,13,11
"1468",0,19,0,14
"1469",45,46,38,38
"1470",23,11,19,3
"1471",172,235,146,174
"1472",182,191,174,155
"1473",18,1,9,0
"1474",20,5,12,5
"1475",137,73,99,64
"1476",16,14,12,5
"1477",21,25,19,20
"1478",29,46,33,27
"1479",5,28,13,13
"1480",120,179,89,148
"1481",37,30,34,19
"1482",7,12,10,9
"1483",51,30,54,24
"1484",16,20,23,11
"1485",3,25,1,17
"1486",34,37,39,35
"1487",40,46,43,45
"1488",80,47,55,35
"1489",19,3,15,3
"1490",241,0,204,0
"1491",21,82,29,48
"1492",0,107,0,107
"1493",70,62,46,50
"1494",16,8,10,6
"1495",76,72,68,60
"1496",1,32,1,30
"1497",43,19,52,16
"1498",27,15,29,11
"1499",15,32,18,22
"1500",42,12,29,8
"1501",62,14,49,12
"1502",15,6,13,2
"1503",90,138,71,95
"1504",11,0,6,0
"1505",30,36,24,20
"1506",72,93,61,92
"1507",25,28,22,28
"1508",309,78,231,58
"1509",227,195,170,174
"1510",45,36,49,24
"1511",26,27,31,22
"1512",899,522,649,366
"1513",122,106,104,104
"1514",23,8,17,5
"1515",32,9,29,3
"1516",2,1566,5,1170
"1517",23,16,19,7
"1518",47,0,30,0
"1519",31,19,17,8
"1520",15,28,10,19
"1521",0,36,1,25
"1522",61,77,55,60
"1523",4,52,2,28
"1524",4,12,2,5
"1525",32,31,24,23
"1526",6,145,4,116
"1527",70,62,56,57
"1528",10,15,7,17
"1529",44,101,29,68
"1530",210,341,163,241
"1531",29,90,37,61
"1532",79,1,50,2
"1533",76,0,49,0
"1534",73,6,60,7
"1535",68,36,58,36
"1536",28,26,22,18
"1537",29,1,10,1
"1538",17,2,8,3
"1539",4,42,7,27
"1540",30,20,20,17
"1541",67,71,66,71
"1542",17,19,16,3
"1543",13,12,10,6
"1544",19,4,13,7
"1545",62,28,40,29
"1546",64,21,48,15
"1547",47,35,47,14
"1548",12,36,17,21
"1549",34,38,25,18
"1550",359,379,295,281
"1551",315,243,253,183
"1552",12,20,7,11
"1553",42,1,22,0
"1554",128,38,90,33
"1555",4,12,2,8
"1556",53,113,42,82
"1557",10,5,11,1
"1558",21,1,10,0
"1559",4,40,5,31
"1560",86,62,60,41
"1561",92,144,99,106
"1562",360,442,232,316
"1563",49,22,41,12
"1564",204,127,157,126
"1565",78,19,58,17
"1566",41,19,38,17
"1567",45,30,38,27
"1568",55,35,43,33
"1569",21,37,26,29
"1570",15,0,9,0
"1571",10,18,12,9
"1572",18,12,21,11
"1573",14,10,10,13
"1574",42,6,26,8
"1575",23,30,13,14
"1576",9,1,12,2
"1577",217,465,185,351
"1578",151,169,135,114
"1579",56,3,57,0
"1580",23,0,19,0
"1581",0,41,0,34
"1582",23,4,11,3
"1583",21,13,9,21
"1584",17,13,16,20
"1585",15,16,20,21
"1586",4,12,0,7
"1587",34,46,24,27
"1588",61,83,47,46
"1589",23,0,25,1
"1590",35,42,40,36
"1591",21,8,24,5
"1592",45,25,37,31
"1593",1,123,5,94
"1594",13,4,10,2
"1595",64,21,58,28
"1596",235,239,177,169
"1597",90,296,74,230
"1598",178,63,130,51
"1599",13,3,7,1
"1600",15,9,11,7
"1601",11,0,7,0
"1602",9,14,7,13
"1603",5,17,8,8
"1604",33,26,18,18
"1605",8,5,10,7
"1606",2273,2177,1731,1694
"1607",341,179,300,145
"1608",42,11,33,12
"1609",162,35,123,31
"1610",75,37,60,25
"1611",43,0,37,0
"1612",49,61,37,43
"1613",49,58,31,54
"1614",31,178,23,158
"1615",61,0,58,0
"1616",41,0,26,0
"1617",15,23,11,16
"1618",13,17,10,8
"1619",10,3,11,3
"1620",16,14,14,14
"1621",66,73,48,50
"1622",48,59,55,46
"1623",58,132,50,97
"1624",23,0,23,0
"1625",16,15,10,10
"1626",711,446,575,324
"1627",12,27,16,16
"1628",21,28,9,21
"1629",23,16,14,13
"1630",2,976,3,724
"1631",26,2,31,3
"1632",0,37,0,43
"1633",22,19,22,5
"1634",0,17,0,9
"1635",10,13,7,14
"1636",160,119,108,72
"1637",29,0,14,0
"1638",32,28,28,35
"1639",74,53,49,32
"1640",30,29,24,19
"1641",22,16,17,7
"1642",47,30,38,13
"1643",169,6,169,4
"1644",17,0,11,0
"1645",8,0,11,0
"1646",151,102,120,94
"1647",43,10,29,0
"1648",26,4,27,8
"1649",1,139,0,95
"1650",65,71,56,57
"1651",664,551,529,359
"1652",284,103,227,110
"1653",51,49,39,26
"1654",17,0,13,0
"1655",15,1,19,0
"1656",4,9,1,2
"1657",48,25,28,30
"1658",30,9,24,4
"1659",71,135,60,106
"1660",516,871,472,693
"1661",417,469,352,370
"1662",22,57,10,50
"1663",34,27,26,38
"1664",145,65,144,43
"1665",63,68,57,52
"1666",0,76,0,57
"1667",0,212,1,168
"1668",80,80,68,62
"1669",86,151,75,99
"1670",36,38,34,26
"1671",26,35,11,38
"1672",54,0,63,0
"1673",154,201,130,175
"1674",11,0,16,1
"1675",44,1,27,2
"1676",29,67,29,50
"1677",15,7,17,4
"1678",126,178,80,138
"1679",20,23,20,21
"1680",34,0,36,0
"1681",99,23,70,20
"1682",29,4,26,1
"1683",72,42,44,42
"1684",63,140,55,100
"1685",97,40,76,21
"1686",200,68,156,36
"1687",32,6,32,7
"1688",14,1,12,1
"1689",35,38,24,25
"1690",50,58,29,59
"1691",37,29,42,25
"1692",30,63,21,45
"1693",16,16,13,23
"1694",0,39,0,12
"1695",38,38,40,36
"1696",22,17,18,4
"1697",29,28,19,26
"1698",2,49,1,41
"1699",118,16,87,5
"1700",44,13,44,5
"1701",21,36,21,25
"1702",28,25,17,20
"1703",20,7,8,8
"1704",10,30,8,30
"1705",1,23,0,16
"1706",9,34,10,28
"1707",3,10,1,9
"1708",13,7,17,3
"1709",104,106,94,79
"1710",71,99,57,93
"1711",13,21,6,14
"1712",31,0,31,0
"1713",46,39,35,33
"1714",10,8,7,12
"1715",18,6,15,5
"1716",35,63,25,37
"1717",5,14,8,7
"1718",114,85,83,66
"1719",132,96,103,68
"1720",207,83,158,76
"1721",401,108,345,79
"1722",0,46,0,49
"1723",168,7,116,7
"1724",700,499,569,398
"1725",848,852,659,635
"1726",105,31,79,33
"1727",47,44,44,36
"1728",0,30,0,23
"1729",59,76,34,59
"1730",125,2,104,3
"1731",16,20,9,18
"1732",38,22,31,22
"1733",44,44,39,28
"1734",18,70,11,56
"1735",141,38,123,26
"1736",18,6,10,3
"1737",31,0,26,0
"1738",15,0,10,0
"1739",24,0,19,0
"1740",14,13,7,11
"1741",100,94,69,73
"1742",328,230,231,187
"1743",21,30,17,28
"1744",97,81,85,62
"1745",63,164,51,127
"1746",104,139,61,99
"1747",109,102,91,74
"1748",144,84,133,69
"1749",6,16,10,3
"1750",67,558,54,424
"1751",48,22,45,15
"1752",35,18,32,17
"1753",121,112,91,72
"1754",336,255,225,191
"1755",49,55,39,35
"1756",156,244,140,182
"1757",91,94,69,74
"1758",79,42,68,26
"1759",41,46,27,35
"1760",0,57,2,45
"1761",0,40,0,25
"1762",152,100,109,66
"1763",102,152,76,88
"1764",19,17,13,8
"1765",74,83,39,50
"1766",46,75,38,80
"1767",482,460,411,361
"1768",217,221,152,183
"1769",71,46,64,38
"1770",12,14,9,11
"1771",253,275,210,240
"1772",55,3,40,1
"1773",14,15,13,7
"1774",17,0,13,0
"1775",28,27,21,23
"1776",9,20,3,21
"1777",15,17,8,10
"1778",21,14,37,7
"1779",33,28,20,18
"1780",239,251,202,202
"1781",12,38,14,42
"1782",114,78,87,57
"1783",0,38,0,31
"1784",331,305,250,238
"1785",23,11,21,3
"1786",11,167,5,104
"1787",17,15,11,14
"1788",76,45,38,38
"1789",15,31,18,18
"1790",72,152,55,114
"1791",170,53,135,39
"1792",200,302,151,240
"1793",164,215,128,156
"1794",58,25,53,18
"1795",2,9,1,7
"1796",606,444,453,351
"1797",37,52,44,36
"1798",166,263,114,213
"1799",202,213,169,142
"1800",0,9,0,9
"1801",52,76,30,58
"1802",39,5,21,2
"1803",22,27,15,16
"1804",12,29,12,14
"1805",84,115,60,99
"1806",31,68,25,50
"1807",32,172,35,150
"1808",184,310,160,219
"1809",11,32,5,29
"1810",290,452,207,304
"1811",147,227,105,203
"1812",97,80,71,61
"1813",1272,722,986,504
"1814",21,8,20,6
"1815",194,213,129,175
"1816",39,64,33,49
"1817",20,15,14,10
"1818",18,7,29,5
"1819",429,241,334,202
"1820",92,3,95,3
"1821",79,139,72,102
"1822",8,15,5,10
"1823",32,77,35,49
"1824",53,56,40,51
"1825",53,192,45,155
"1826",76,37,67,28
"1827",1,38,0,32
"1828",2,85,5,69
"1829",22,63,20,43
"1830",88,43,56,25
"1831",0,174,0,135
"1832",37,69,20,43
"1833",69,113,55,83
"1834",71,84,65,69
"1835",60,131,66,87
"1836",75,23,47,14
"1837",85,75,50,57
"1838",246,145,177,118
"1839",196,162,156,118
"1840",73,128,74,84
"1841",61,85,46,55
"1842",5,32,4,22
"1843",112,159,89,124
"1844",78,45,51,31
"1845",11,55,14,35
"1846",1036,2340,849,1841
"1847",35,49,35,37
"1848",17,176,9,123
"1849",27,5,15,7
"1850",107,53,84,42
"1851",26,11,17,11
"1852",129,88,110,61
"1853",106,2,71,0
"1854",2,102,5,82
"1855",13,0,9,0
"1856",10,26,12,13
"1857",0,67,0,66
"1858",96,67,73,65
"1859",25,32,5,32
"1860",4,33,2,21
"1861",373,194,280,135
"1862",88,1,69,0
"1863",136,59,103,57
"1864",21,8,13,1
"1865",65,41,49,39
"1866",96,109,64,81
"1867",42,47,30,35
"1868",24,8,18,7
"1869",19,0,11,0
"1870",117,82,79,61
"1871",56,113,32,77
"1872",18,11,15,14
"1873",17,0,14,1
"1874",17,0,13,0
"1875",212,0,171,0
"1876",77,66,48,45
"1877",0,30,0,30
"1878",60,69,49,47
"1879",91,16,73,28
"1880",199,84,162,68
"1881",65,17,48,12
"1882",64,4,67,3
"1883",23,10,20,6
"1884",13,81,8,53
"1885",91,123,73,93
"1886",34,34,27,45
"1887",58,0,45,1
"1888",19,33,15,23
"1889",85,91,66,70
"1890",23,44,18,38
"1891",16,13,14,18
"1892",342,288,288,240
"1893",23,38,12,51
"1894",112,129,93,92
"1895",21,0,17,0
"1896",10,12,16,11
"1897",321,233,261,172
"1898",41,19,32,18
"1899",48,22,43,19
"1900",78,136,57,105
"1901",34,21,47,16
"1902",70,32,67,27
"1903",43,23,32,10
"1904",233,72,184,43
"1905",258,113,243,90
"1906",31,8,13,9
"1907",28,101,21,69
"1908",8,20,5,5
"1909",44,21,19,20
"1910",57,50,42,39
"1911",1368,1674,1113,1311
"1912",39,88,27,63
"1913",7,38,9,31
"1914",85,47,75,48
"1915",0,25,0,8
"1916",127,32,123,33
"1917",34,0,21,0
"1918",12,29,10,19
"1919",126,57,107,44
"1920",27,1,29,0
"1921",58,41,36,20
"1922",38,38,38,27
"1923",14,27,6,14
"1924",7,17,7,9
"1925",67,60,66,41
"1926",58,191,51,142
"1927",48,189,46,162
"1928",21,366,16,319
"1929",30,157,41,100
"1930",47,54,36,53
"1931",283,156,210,128
"1932",23,0,29,0
"1933",5,66,1,46
"1934",69,65,46,46
"1935",3,62,1,35
"1936",102,3,86,4
"1937",13,7,3,13
"1938",113,94,100,79
"1939",54,48,47,30
"1940",98,250,100,175
"1941",167,155,137,108
"1942",1677,680,1462,580
"1943",29,23,23,20
"1944",151,0,113,0
"1945",36,59,18,35
"1946",147,0,102,0
"1947",17,17,11,24
"1948",78,195,80,143
"1949",75,45,57,25
"1950",26,0,19,0
"1951",200,167,140,129
"1952",0,148,0,114
"1953",81,124,83,66
"1954",51,102,27,70
"1955",89,212,67,136
"1956",172,203,160,169
"1957",79,140,58,102
"1958",46,24,27,20
"1959",138,0,89,0
"1960",19,7,24,2
"1961",116,182,108,153
"1962",77,0,56,0
"1963",15,254,6,162
"1964",215,245,167,187
"1965",1,23,2,16
"1966",21,44,20,26
"1967",17,25,18,24
"1968",5,0,9,0
"1969",4,31,4,14
"1970",292,555,253,431
"1971",440,253,348,234
"1972",22,0,15,0
"1973",7,16,5,9
"1974",197,111,160,82
"1975",103,86,78,80
"1976",84,90,60,70
"1977",2108,1562,1592,1196
"1978",113,81,75,48
"1979",90,83,88,57
"1980",22,54,11,39
"1981",71,151,54,145
"1982",13,15,12,9
"1983",0,124,1,97
"1984",84,38,82,27
"1985",13,15,7,8
"1986",614,350,501,276
"1987",46,58,37,65
"1988",12,26,7,14
"1989",195,150,176,119
"1990",1,14,5,11
"1991",0,15,0,6
"1992",1080,1613,826,1270
"1993",63,24,46,19
"1994",244,1,186,0
"1995",25,48,13,35
"1996",72,35,58,39
"1997",11,4,6,9
"1998",31,5,22,4
"1999",18,0,19,0
"2000",92,83,77,60
"2001",64,46,60,38
"2002",11,0,14,0
"2003",4,11,4,6
"2004",36,16,25,15
"2005",251,271,170,205
"2006",81,106,67,78
"2007",115,212,97,142
"2008",96,173,92,139
"2009",41,62,39,47
"2010",39,54,40,36
"2011",19,16,21,20
"2012",7,55,4,48
"2013",21,9,12,12
"2014",79,180,71,159
"2015",14,13,8,11
"2016",78,12,69,7
"2017",20,50,31,30
"2018",1,127,0,97
"2019",30,79,38,62
"2020",22,0,13,0
"2021",113,124,79,133
"2022",563,966,459,739
"2023",223,105,179,79
"2024",43,23,26,21
"2025",1247,1140,941,919
"2026",152,111,124,87
"2027",259,127,202,91
"2028",9,15,4,10
"2029",108,98,72,81
"2030",352,328,264,278
"2031",832,1079,728,818
"2032",22,24,19,13
"2033",17,14,12,11
"2034",93,21,57,18
"2035",101,22,91,25
"2036",14,4,19,3
"2037",359,45,291,25
"2038",19,29,18,24
"2039",9,19,8,9
"2040",64,59,58,34
"2041",17,53,6,29
"2042",51,60,36,57
"2043",21,50,17,53
"2044",48,22,21,20
"2045",90,51,72,39
"2046",21,2,21,1
"2047",157,200,149,152
"2048",72,78,61,50
"2049",8,33,13,21
"2050",60,11,47,14
"2051",140,129,122,111
"2052",54,60,51,57
"2053",13,27,12,18
"2054",6,23,3,15
"2055",28,112,23,91
"2056",495,463,378,346
"2057",227,136,174,109
"2058",597,254,479,187
"2059",74,12,78,5
"2060",159,357,118,282
"2061",9,6,10,6
"2062",6,6,10,11
"2063",1,722,1,492
"2064",56,230,55,159
"2065",75,58,58,44
"2066",225,131,162,104
"2067",176,77,148,69
"2068",7,53,0,42
"2069",52,29,54,21
"2070",117,97,76,50
"2071",163,63,100,54
"2072",105,129,86,107
"2073",40,24,35,14
"2074",97,70,77,52
"2075",31,36,31,34
"2076",149,162,94,125
"2077",246,295,162,235
"2078",81,0,59,0
"2079",24,34,19,19
"2080",303,438,205,335
"2081",14,56,15,23
"2082",48,46,30,42
"2083",9,240,12,192
"2084",103,58,83,51
"2085",0,103,0,81
"2086",8,18,11,19
"2087",27,13,18,22
"2088",45,397,32,250
"2089",50,46,43,28
"2090",19,30,13,19
"2091",19,12,21,8
"2092",49,66,39,39
"2093",0,26,0,14
"2094",66,24,55,20
"2095",79,23,53,14
"2096",92,83,75,56
"2097",3057,2,2503,3
"2098",14,0,9,0
"2099",46,0,37,0
"2100",71,85,74,47
"2101",25,20,10,15
"2102",550,309,442,227
"2103",72,73,46,67
"2104",71,104,56,74
"2105",200,221,139,189
"2106",119,95,86,61
"2107",56,4,64,9
"2108",47,96,44,71
"2109",35,8,20,8
"2110",74,119,48,79
"2111",26,27,27,20
"2112",46,170,37,124
"2113",264,194,201,132
"2114",5,10,2,11
"2115",37,16,32,21
"2116",56,463,49,324
"2117",7,66,6,67
"2118",19,0,25,0
"2119",45,78,28,45
"2120",26,19,16,19
"2121",96,90,85,72
"2122",60,89,53,71
"2123",102,125,96,101
"2124",37,25,32,21
"2125",21,126,10,94
"2126",20,17,18,12
"2127",34,32,20,31
"2128",46,8,33,4
"2129",30,717,36,504
"2130",41,56,51,54
"2131",43,23,46,27
"2132",38,67,35,52
"2133",94,50,87,40
"2134",22,13,13,11
"2135",25,20,26,16
"2136",33,62,30,35
"2137",43,79,44,65
"2138",0,37,0,26
"2139",157,113,128,80
"2140",288,39,266,25
"2141",15,22,8,16
"2142",159,273,146,215
"2143",62,25,47,24
"2144",70,130,78,70
"2145",92,39,65,29
"2146",38,9,20,5
"2147",16,5,16,7
"2148",30,1,29,0
"2149",83,38,71,34
"2150",77,279,77,213
"2151",21,13,13,13
"2152",78,0,53,1
"2153",31,15,39,19
"2154",196,86,131,58
"2155",97,0,84,0
"2156",97,9,77,7
"2157",242,293,157,225
"2158",46,0,44,0
"2159",1,365,1,268
"2160",73,118,65,74
"2161",134,89,114,54
"2162",15,0,14,0
"2163",1034,265,807,224
"2164",3,925,2,622
"2165",25,74,14,61
"2166",341,281,254,245
"2167",13,6,12,11
"2168",61,109,44,65
"2169",10,0,13,0
"2170",138,148,113,117
"2171",34,120,14,80
"2172",54,0,47,0
"2173",186,101,157,95
"2174",42,0,45,0
"2175",8,17,7,11
"2176",33,22,21,13
"2177",4,41,4,36
"2178",5,2129,3,1622
"2179",106,39,81,38
"2180",14,41,28,26
"2181",17,0,16,0
"2182",16,0,13,0
"2183",109,173,72,125
"2184",53,38,44,36
"2185",83,105,63,85
"2186",376,496,313,358
"2187",358,345,310,288
"2188",117,89,89,69
"2189",20,17,15,23
"2190",185,58,159,25
"2191",68,79,61,66
"2192",13,5,10,0
"2193",0,66,0,32
"2194",31,220,30,171
"2195",78,65,78,41
"2196",375,284,310,230
"2197",45,51,30,46
"2198",23,18,18,13
"2199",84,133,51,85
"2200",39,39,35,26
"2201",306,161,229,127
"2202",319,339,285,245
"2203",39,44,38,26
"2204",12,10,10,8
"2205",57,12,41,17
"2206",447,389,373,234
"2207",178,135,172,80
"2208",51,5,39,4
"2209",27,23,23,14
"2210",11,32,6,38
"2211",22,19,24,19
"2212",14,5,15,8
"2213",11,10,16,13
"2214",41,36,43,30
"2215",11,14,10,13
"2216",10,12,7,3
"2217",31,28,32,20
"2218",21,2,14,0
"2219",18,5,11,5
"2220",12,11,12,4
"2221",6,17,8,12
"2222",16,7,15,14
"2223",69,68,74,41
"2224",19,0,19,0
"2225",26,17,25,12
"2226",12,22,12,26
"2227",95,143,69,134
"2228",30,19,23,15
"2229",19,21,14,14
"2230",40,69,46,46
"2231",31,0,14,0
"2232",377,95,305,77
"2233",108,26,99,18
"2234",186,107,147,94
"2235",68,59,56,58
"2236",13,9,6,12
"2237",4,7,2,12
"2238",16,18,8,10
"2239",34,2,33,6
"2240",37,0,23,0
"2241",41,47,28,34
"2242",1,10,0,11
"2243",53,57,36,54
"2244",29,22,23,15
"2245",35,1,28,0
"2246",400,176,322,135
"2247",6,7,6,7
"2248",63,0,46,0
"2249",664,403,566,298
"2250",468,546,352,451
"2251",57,24,29,30
"2252",90,67,74,41
"2253",157,59,125,41
"2254",26,42,20,23
"2255",35,51,31,41
"2256",58,1240,50,975
"2257",72,63,52,39
"2258",20,107,26,68
"2259",1,442,3,347
"2260",42,1,36,0
"2261",27,88,22,67
"2262",22,43,17,30
"2263",18,5,21,3
"2264",26,0,19,0
"2265",31,15,27,9
"2266",56,38,54,19
"2267",55,64,33,63
"2268",9,34,11,21
"2269",8,11,12,13
"2270",27,47,14,21
"2271",28,40,26,35
"2272",14,13,11,11
"2273",6,0,15,0
"2274",22,91,23,63
"2275",37,55,22,36
"2276",19,22,5,25
"2277",68,184,32,150
"2278",15,14,4,16
"2279",12,9,14,14
"2280",35,18,21,21
"2281",1,220,1,166
"2282",164,10,120,4
"2283",13,23,9,20
"2284",21,8,23,1
"2285",98,111,65,57
"2286",1,15,0,17
"2287",0,109,0,89
"2288",115,0,122,0
"2289",19,14,13,18
"2290",34,0,36,0
"2291",63,25,38,29
"2292",16,68,5,51
"2293",62,131,43,100
"2294",26,2,28,1
"2295",75,115,68,61
"2296",119,37,80,25
"2297",18,0,6,0
"2298",251,285,180,250
"2299",17,15,8,8
"2300",3,99,2,60
"2301",58,67,46,43
"2302",194,49,160,53
"2303",78,45,50,41
"2304",8,8,4,8
"2305",28,23,18,14
"2306",76,0,50,0
"2307",2,1421,0,1163
"2308",17,9,10,8
"2309",69,102,47,68
"2310",36,1,24,1
"2311",42,34,54,18
"2312",28,141,27,90
"2313",36,30,22,31
"2314",18,0,20,0
"2315",0,62,1,49
"2316",79,87,54,63
"2317",259,349,192,267
"2318",11,9,10,15
"2319",204,89,167,58
"2320",39,168,33,132
"2321",16,47,6,46
"2322",196,77,140,54
"2323",21,0,11,0
"2324",32,0,20,0
"2325",106,146,74,113
"2326",46,50,36,23
"2327",199,0,147,0
"2328",23,32,19,16
"2329",43,39,31,31
"2330",6,124,0,73
"2331",34,0,29,0
"2332",22,16,24,15
"2333",17,10,16,8
"2334",19,18,20,15
"2335",16,26,9,12
"2336",14,4,6,4
"2337",244,316,201,260
"2338",38,52,28,37
"2339",23,12,12,10
"2340",68,16,77,17
"2341",45,46,50,38
"2342",5,16,2,14
"2343",14,0,15,1
"2344",16,21,5,12
"2345",56,34,34,21
"2346",13,40,16,41
"2347",64,16,46,9
"2348",9,34,7,21
"2349",141,89,110,61
"2350",33,32,35,22
"2351",29,22,31,19
"2352",20,0,16,0
"2353",235,96,167,68
"2354",22,4,17,6
"2355",180,65,141,52
"2356",138,150,115,150
"2357",28,1,22,1
"2358",0,16,2,16
"2359",88,0,83,0
"2360",29,2,20,2
"2361",163,88,85,73
"2362",65,38,47,30
"2363",4,30,7,26
"2364",19,30,29,17
"2365",23,7,19,8
"2366",26,3,21,0
"2367",46,60,41,32
"2368",29,16,18,14
"2369",3,49,5,34
"2370",1,832,1,621
"2371",61,58,56,60
"2372",65,19,34,21
"2373",79,130,65,101
"2374",9,68,22,49
"2375",34,52,18,43
"2376",20,1,15,0
"2377",59,7,60,7
"2378",45,68,51,61
"2379",57,83,34,65
"2380",11,12,12,11
"2381",54,91,44,73
"2382",10,16,8,10
"2383",35,118,31,105
"2384",13,0,23,0
"2385",104,104,80,68
"2386",9,12,10,11
"2387",24,81,21,88
"2388",43,127,32,112
"2389",17,23,12,8
"2390",47,25,35,26
"2391",36,16,27,14
"2392",42,31,35,32
"2393",85,57,62,40
"2394",14,35,9,18
"2395",10,0,6,2
"2396",49,46,39,36
"2397",62,65,55,39
"2398",15,30,19,18
"2399",0,205,0,164
"2400",18,63,22,35
"2401",30,9,19,6
"2402",96,85,75,74
"2403",313,303,270,222
"2404",309,249,277,159
"2405",84,151,75,136
